"SUBJID","SAMPID","SMTS","SMNABTCH","SMNABTCHD","SMGEBTCHT","SMAFRZE","SMCENTER","SMRIN","SMATSSCR"
"GTEX-13NZ9","GTEX-13NZ9-0526-SM-5J1OX","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",5.8,0
"GTEX-13NZ9","GTEX-13NZ9-0626-SM-5IJCO","Muscle","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",8.1,0
"GTEX-13NZ9","GTEX-13NZ9-0726-SM-5J1ME","Nerve","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",7.2,0
"GTEX-13NZ9","GTEX-13NZ9-0826-SM-5J1NI","Blood Vessel","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",7,0
"GTEX-13NZ9","GTEX-13NZ9-0926-SM-5KM12","Lung","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.6,2
"GTEX-13NZ9","GTEX-13NZ9-1026-SM-5MR5K","Breast","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.1,0
"GTEX-13NZ9","GTEX-13NZ9-1126-SM-5MR37","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.6,1
"GTEX-13NZ9","GTEX-13NZ9-1226-SM-5MR3J","Blood Vessel","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-13NZ9","GTEX-13NZ9-1326-SM-5MR3V","Liver","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",5.7,1
"GTEX-13NZ9","GTEX-13NZ9-2026-SM-5KM1U","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-13NZ9","GTEX-13NZ9-2626-SM-5L3FK","Skin","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",7.3,0
"GTEX-13NZA","GTEX-13NZA-0126-SM-5K7UH","Adipose Tissue","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13NZA","GTEX-13NZA-0226-SM-5K7Z7","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.5,2
"GTEX-13NZA","GTEX-13NZA-0326-SM-5J1MK","Nerve","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13NZA","GTEX-13NZA-0526-SM-5L3D7","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13NZA","GTEX-13NZA-0826-SM-5K7WS","Heart","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13NZA","GTEX-13NZA-1026-SM-5MR48","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.3,2
"GTEX-13NZA","GTEX-13NZA-1126-SM-5MR4K","Blood Vessel","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13NZA","GTEX-13NZA-1426-SM-5KM4Y","Lung","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.5,2
"GTEX-13NZA","GTEX-13NZA-1726-SM-5J1NA","Pancreas","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","B1",6.4,3
"GTEX-13NZA","GTEX-13NZA-2526-SM-5IJFX","Testis","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13NZA","GTEX-13NZA-3126-SM-5IJFU","Pituitary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.9,2
"GTEX-13NZB","GTEX-13NZB-0226-SM-5KM1T","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.4,0
"GTEX-13NZB","GTEX-13NZB-0426-SM-5KM26","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13NZB","GTEX-13NZB-0626-SM-5IFH6","Liver","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13NZB","GTEX-13NZB-0826-SM-5K7X5","Adipose Tissue","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6,0
"GTEX-13NZB","GTEX-13NZB-1226-SM-5J2MW","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13NZB","GTEX-13NZB-2026-SM-5MR4M","Testis","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13NZB","GTEX-13NZB-2126-SM-5MR4Y","Breast","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-13NZB","GTEX-13NZB-2226-SM-5MR5B","Blood Vessel","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13NZB","GTEX-13NZB-2426-SM-5K7UF","Adipose Tissue","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13NZB","GTEX-13NZB-2526-SM-5J1OM","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13NZB","GTEX-13NZB-2626-SM-5J2M7","Muscle","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13O1R","GTEX-13O1R-0126-SM-5L3EH","Skin","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-13O1R","GTEX-13O1R-0226-SM-5K7U5","Adipose Tissue","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13O1R","GTEX-13O1R-0426-SM-5K7WG","Nerve","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13O1R","GTEX-13O1R-0526-SM-5K7XU","Muscle","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-13O1R","GTEX-13O1R-0726-SM-5IJEI","Testis","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13O1R","GTEX-13O1R-0826-SM-5J2MB","Thyroid","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13O1R","GTEX-13O1R-0926-SM-5L3DS","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13O1R","GTEX-13O1R-1026-SM-5KM2L","Blood Vessel","BP-47486",2013-12-17,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13O1R","GTEX-13O1R-1226-SM-5J1NU","Heart","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13O1R","GTEX-13O1R-1326-SM-5IJF5","Esophagus","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13O1R","GTEX-13O1R-1526-SM-5J1O7","Esophagus","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13O1R","GTEX-13O1R-1826-SM-5KM3B","Pancreas","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.5,2
"GTEX-13O1R","GTEX-13O1R-2026-SM-5KM3N","Liver","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13O1R","GTEX-13O1R-2326-SM-5IJF9","Adrenal Gland","BP-47051",2013-12-12,"TruSeq.v1","EXCLUDE","B1",6.4,2
"GTEX-13O1R","GTEX-13O1R-2426-SM-5KLZZ","Colon","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13O1R","GTEX-13O1R-2526-SM-5N9FW","Kidney","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",5.7,2
"GTEX-13O1R","GTEX-13O1R-3226-SM-5KM58","Pituitary","BP-47486",2013-12-17,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13O21","GTEX-13O21-0126-SM-5IJE8","Adrenal Gland","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13O21","GTEX-13O21-0326-SM-5J1N9","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13O21","GTEX-13O21-0426-SM-5K7VR","Blood Vessel","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13O21","GTEX-13O21-0626-SM-5IJDI","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13O21","GTEX-13O21-0726-SM-5L3EG","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13O21","GTEX-13O21-0826-SM-5J2NU","Esophagus","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-13O21","GTEX-13O21-0926-SM-5IFGT","Stomach","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13O21","GTEX-13O21-1026-SM-5IJDU","Small Intestine","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13O21","GTEX-13O21-1126-SM-5N9EV","Prostate","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13O21","GTEX-13O21-1226-SM-5J2MK","Testis","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13O21","GTEX-13O21-1426-SM-5K7XI","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,0
"GTEX-13O21","GTEX-13O21-1526-SM-5K7W4","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13O21","GTEX-13O21-1726-SM-5MR5A","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-13O21","GTEX-13O21-1826-SM-5MR5M","Nerve","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-13O21","GTEX-13O21-1926-SM-5MR39","Salivary Gland","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13O21","GTEX-13O21-2226-SM-5MR3L","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13O21","GTEX-13O21-2326-SM-5MR3X","Heart","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13O21","GTEX-13O21-2426-SM-5MR4A","Colon","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13O21","GTEX-13O21-2526-SM-5J1OZ","Blood Vessel","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",8.3,0
"GTEX-13O21","GTEX-13O21-2926-SM-5J1OU","Blood Vessel","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13O21","GTEX-13O21-3026-SM-5J2NI","Lung","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13O21","GTEX-13O21-3126-SM-5J1OI","Adipose Tissue","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13O3O","GTEX-13O3O-0126-SM-5KM4E","Skin","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","C1",6.6,0
"GTEX-13O3O","GTEX-13O3O-0326-SM-5K7W2","Nerve","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","C1",6.6,0
"GTEX-13O3O","GTEX-13O3O-0426-SM-5KM2Y","Blood Vessel","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",8,0
"GTEX-13O3O","GTEX-13O3O-0526-SM-5J1NL","Muscle","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",8.5,0
"GTEX-13O3O","GTEX-13O3O-0726-SM-5J1N7","Lung","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","C1",7.3,1
"GTEX-13O3O","GTEX-13O3O-0826-SM-5K7WE","Breast","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","C1",6.2,1
"GTEX-13O3O","GTEX-13O3O-0926-SM-5KM1F","Thyroid","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","C1",6.8,2
"GTEX-13O3O","GTEX-13O3O-1126-SM-5KM4Q","Blood Vessel","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","C1",6.6,1
"GTEX-13O3O","GTEX-13O3O-1426-SM-5KM2S","Heart","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13O3O","GTEX-13O3O-1526-SM-5KM1C","Heart","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-13O3O","GTEX-13O3O-1626-SM-5KM1O","Adrenal Gland","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.5,2
"GTEX-13O3O","GTEX-13O3O-1826-SM-5IFGW","Liver","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.5,2
"GTEX-13O3O","GTEX-13O3O-2326-SM-5IJD6","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",8.2,0
"GTEX-13O3O","GTEX-13O3O-2526-SM-5L3DR","Colon","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.3,3
"GTEX-13O3O","GTEX-13O3O-2726-SM-5KM35","Ovary","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",5.9,0
"GTEX-13O3O","GTEX-13O3O-3026-SM-5KM42","Brain","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13O3O","GTEX-13O3O-3126-SM-5KM3H","Brain","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13O3P","GTEX-13O3P-0126-SM-5KM4S","Skin","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",7.4,0
"GTEX-13O3P","GTEX-13O3P-0226-SM-5KM3Z","Adipose Tissue","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","C1",6,0
"GTEX-13O3P","GTEX-13O3P-0326-SM-5K7VM","Nerve","BP-47070",2013-12-12,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13O3P","GTEX-13O3P-0526-SM-5K7UT","Blood Vessel","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",8,1
"GTEX-13O3P","GTEX-13O3P-0626-SM-5L3D5","Muscle","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",8.2,1
"GTEX-13O3P","GTEX-13O3P-0726-SM-5J2OM","Thyroid","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",5.9,1
"GTEX-13O3P","GTEX-13O3P-0826-SM-5L3DH","Breast","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.8,1
"GTEX-13O3P","GTEX-13O3P-0926-SM-5IFFI","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.4,0
"GTEX-13O3P","GTEX-13O3P-1026-SM-5N9E7","Lung","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",5.7,1
"GTEX-13O3P","GTEX-13O3P-1126-SM-5L3FG","Blood Vessel","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",5.9,1
"GTEX-13O3P","GTEX-13O3P-1226-SM-5J2O8","Esophagus","BP-46978",2013-12-11,"TruSeq.v1","EXCLUDE","C1",6.2,2
"GTEX-13O3P","GTEX-13O3P-1326-SM-5K7Y8","Esophagus","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-13O3P","GTEX-13O3P-1426-SM-5L3DT","Heart","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-13O3P","GTEX-13O3P-1626-SM-5K7X3","Heart","BP-47070",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13O3P","GTEX-13O3P-2326-SM-5KM55","Colon","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",5.9,3
"GTEX-13O3P","GTEX-13O3P-2726-SM-5KM2R","Esophagus","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","C1",7.7,1
"GTEX-13O3Q","GTEX-13O3Q-0126-SM-5KM34","Skin","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13O3Q","GTEX-13O3Q-0326-SM-5L3FE","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13O3Q","GTEX-13O3Q-0526-SM-5KM18","Lung","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13O3Q","GTEX-13O3Q-0626-SM-5IJG1","Thyroid","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.3,2
"GTEX-13O3Q","GTEX-13O3Q-0826-SM-5IFGF","Esophagus","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13O3Q","GTEX-13O3Q-1126-SM-5K7YK","Adipose Tissue","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-13O3Q","GTEX-13O3Q-2126-SM-5KM4C","Stomach","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13O3Q","GTEX-13O3Q-2226-SM-5KM4O","Breast","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13O3Q","GTEX-13O3Q-2326-SM-5KM3G","Adipose Tissue","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13O3Q","GTEX-13O3Q-2426-SM-5IJBR","Skin","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13O3Q","GTEX-13O3Q-2526-SM-5IJC4","Blood Vessel","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.3,1
"GTEX-13O3Q","GTEX-13O3Q-2626-SM-5KM3S","Nerve","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13O3Q","GTEX-13O3Q-2726-SM-5KM51","Muscle","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13O3Q","GTEX-13O3Q-2826-SM-5KM2N","Salivary Gland","BP-47141",2013-12-13,"TruSeq.v1","EXCLUDE","B1",6.8,1
"GTEX-13O3Q","GTEX-13O3Q-2926-SM-5KM45","Brain","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.1,2
"GTEX-13O3Q","GTEX-13O3Q-3026-SM-5IJGD","Brain","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.4,2
"GTEX-13O61","GTEX-13O61-0126-SM-5KM4P","Adrenal Gland","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13O61","GTEX-13O61-0226-SM-5KM52","Thyroid","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13O61","GTEX-13O61-0326-SM-5KM2O","Blood Vessel","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13O61","GTEX-13O61-0426-SM-5L3ET","Heart","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",9.2,0
"GTEX-13O61","GTEX-13O61-0526-SM-5J2M1","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.5,0
"GTEX-13O61","GTEX-13O61-0626-SM-5L3D1","Blood Vessel","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13O61","GTEX-13O61-0726-SM-5J2MD","Lung","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-13O61","GTEX-13O61-0926-SM-5IFFE","Esophagus","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13O61","GTEX-13O61-1026-SM-5L3F6","Esophagus","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",9,1
"GTEX-13O61","GTEX-13O61-1126-SM-5L3FI","Stomach","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-13O61","GTEX-13O61-1226-SM-5KM21","Esophagus","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-13O61","GTEX-13O61-1326-SM-5KM31","Small Intestine","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13O61","GTEX-13O61-1426-SM-5KM3D","Skin","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.7,0
"GTEX-13O61","GTEX-13O61-1526-SM-5KM3P","Colon","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-13O61","GTEX-13O61-1626-SM-5KM3T","Colon","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13O61","GTEX-13O61-1726-SM-5KM46","Prostate","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-13O61","GTEX-13O61-1826-SM-5KM4I","Breast","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13O61","GTEX-13O61-1926-SM-5KM1R","Adipose Tissue","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.7,0
"GTEX-13O61","GTEX-13O61-2026-SM-5J2M6","Testis","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13O61","GTEX-13O61-2126-SM-5IJEO","Pancreas","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13O61","GTEX-13O61-2326-SM-5J1NJ","Muscle","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.5,0
"GTEX-13O61","GTEX-13O61-2426-SM-5J1NV","Adipose Tissue","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13O61","GTEX-13O61-2526-SM-5J1O8","Blood Vessel","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13O61","GTEX-13O61-2626-SM-5KM4U","Nerve","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",7.2,0
"GTEX-13OVG","GTEX-13OVG-0226-SM-5LU93","Thyroid","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13OVG","GTEX-13OVG-0326-SM-5KM57","Lung","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13OVG","GTEX-13OVG-0426-SM-5KM2T","Heart","BP-47524",2013-12-17,"TruSeq.v1","RNASEQ","B1",8.5,1
"GTEX-13OVG","GTEX-13OVG-0526-SM-5K7YD","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13OVG","GTEX-13OVG-0626-SM-5IFEP","Esophagus","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.8,1
"GTEX-13OVG","GTEX-13OVG-0726-SM-5IJBY","Blood Vessel","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13OVG","GTEX-13OVG-0826-SM-5L3D8","Blood Vessel","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-13OVG","GTEX-13OVG-0926-SM-5J2OJ","Esophagus","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-13OVG","GTEX-13OVG-1026-SM-5KLZ3","Esophagus","BP-47070",2013-12-12,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13OVG","GTEX-13OVG-1326-SM-5K7Y3","Adipose Tissue","BP-47070",2013-12-12,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-13OVG","GTEX-13OVG-1426-SM-5K7VP","Colon","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.1,2
"GTEX-13OVG","GTEX-13OVG-1626-SM-5J1NF","Skin","BP-47070",2013-12-12,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13OVG","GTEX-13OVG-1926-SM-5L3DK","Skin","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13OVG","GTEX-13OVG-2126-SM-5KM1K","Muscle","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13OVG","GTEX-13OVG-2226-SM-5K7V8","Nerve","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.2,0
"GTEX-13OVG","GTEX-13OVG-2326-SM-5J1OV","Blood Vessel","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.9,0
"GTEX-13OVH","GTEX-13OVH-0126-SM-5MR4B","Skin","BP-47656",2013-12-19,"TruSeq.v1","RNASEQ","C1",7.6,0
"GTEX-13OVH","GTEX-13OVH-0426-SM-5K7UC","Blood Vessel","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.7,0
"GTEX-13OVH","GTEX-13OVH-0526-SM-5L3E6","Skin","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.3,0
"GTEX-13OVH","GTEX-13OVH-0626-SM-5L3EI","Muscle","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",8.1,0
"GTEX-13OVH","GTEX-13OVH-0726-SM-5N9BU","Testis","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",5.7,2
"GTEX-13OVH","GTEX-13OVH-1026-SM-5J2NP","Lung","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.5,2
"GTEX-13OVH","GTEX-13OVH-1126-SM-5K7YP","Blood Vessel","BP-48651",2014-01-24,"TruSeq.v1","RNASEQ","C1",7.6,1
"GTEX-13QJ3","GTEX-13QJ3-0726-SM-5SI68","Muscle","BP-48651",2014-01-24,"TruSeq.v1","RNASEQ","C1",8.1,0
"GTEX-13QJ3","GTEX-13QJ3-0826-SM-7DHKK","Breast","BP-48119",2014-01-09,"TruSeq.v1","RNASEQ","C1",6.9,0
"GTEX-13QJ3","GTEX-13QJ3-0926-SM-73KX5","Thyroid","BP-48119",2014-01-09,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13QJ3","GTEX-13QJ3-1026-SM-5QGQU","Lung","BP-48448",2014-01-17,"TruSeq.v1","RNASEQ","C1",6.6,2
"GTEX-13QJ3","GTEX-13QJ3-1726-SM-5RQK9","Esophagus","BP-48564",2014-01-22,"TruSeq.v1","RNASEQ","C1",6.7,1
"GTEX-13QJ3","GTEX-13QJ3-1826-SM-5S2PT","Esophagus","BP-48647",2014-01-24,"TruSeq.v1","RNASEQ","C1",5.8,1
"GTEX-13QJ3","GTEX-13QJ3-1926-SM-5QGQM","Esophagus","BP-48448",2014-01-17,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13QJ3","GTEX-13QJ3-2726-SM-5SI6L","Stomach","BP-48651",2014-01-24,"TruSeq.v1","RNASEQ","C1",9.3,3
"GTEX-13QJC","GTEX-13QJC-0126-SM-5ZZWJ","Skin","BP-49102",2014-02-04,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-13QJC","GTEX-13QJC-0526-SM-5RQKB","Lung","BP-48564",2014-01-22,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13QJC","GTEX-13QJC-0626-SM-5S2O9","Blood Vessel","BP-48564",2014-01-22,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-13QJC","GTEX-13QJC-0726-SM-5RQJK","Liver","BP-48564",2014-01-22,"TruSeq.v1","RNASEQ","B1",6.7,2
